video-id,t-start,t-end,score,label
video_validation_0000369,139.9,144.9,0.12602185,HighJump
video_validation_0000369,145.9,154.1,0.06212924,HighJump
video_validation_0000369,160.9,168.5,0.046587884,HighJump
video_validation_0000369,171.5,179.5,0.14095837,HighJump
video_validation_0000369,195.0,195.4,0.0073980675,HighJump
video_validation_0000369,205.0,212.2,0.008452497,HighJump
video_validation_0000369,218.2,226.7,0.0015457381,HighJump
video_validation_0000369,228.4,236.8,0.8200281,HighJump
video_validation_0000369,241.3,242.6,0.00021441058,HighJump
video_validation_0000369,249.9,273.3,0.26882446,HighJump
video_validation_0000369,278.3,278.9,0.11947115,HighJump
video_validation_0000369,285.8,296.4,0.25353265,HighJump
video_validation_0000369,298.4,309.9,0.3557671,HighJump
video_validation_0000369,314.9,320.1,0.007941568,HighJump
video_validation_0000369,334.2,345.3,0.002697765,HighJump
video_validation_0000369,347.0,347.9,0.00030043384,HighJump
video_validation_0000369,349.2,358.9,0.25018436,HighJump
video_validation_0000369,360.7,360.8,7.6031984e-06,HighJump
video_validation_0000369,363.7,364.1,8.1591505e-05,HighJump
video_validation_0000369,367.0,368.3,0.010293077,HighJump
video_validation_0000369,382.3,383.9,0.0070017753,HighJump
video_validation_0000369,384.8,389.6,0.008490494,HighJump
video_validation_0000369,390.9,397.6,0.52112776,HighJump
video_validation_0000369,398.6,399.2,0.0014414774,HighJump
video_validation_0000369,403.6,409.7,0.0018456302,HighJump
video_validation_0000369,418.4,428.6,0.046940554,HighJump
video_validation_0000369,429.9,439.8,0.6086736,HighJump
video_validation_0000369,444.0,450.3,0.23942085,HighJump
video_validation_0000369,457.4,464.9,0.13081565,HighJump
video_validation_0000369,466.8,480.2,0.01382955,HighJump
video_validation_0000369,486.0,487.0,0.009143721,HighJump
video_validation_0000369,496.6,498.2,0.0025768878,HighJump
video_validation_0000369,499.0,501.1,0.0055628694,HighJump
video_validation_0000369,502.7,503.1,0.0013970244,HighJump
video_validation_0000369,505.1,517.9,0.042683244,HighJump
video_validation_0000369,518.7,529.3,0.19066647,HighJump
video_validation_0000369,532.5,532.6,0.0059131943,HighJump
video_validation_0000369,534.1,537.1,0.06347998,HighJump
video_validation_0000369,552.5,575.2,0.6317555,HighJump
video_validation_0000369,576.9,578.5,0.2565252,HighJump
video_validation_0000369,582.5,585.2,0.026322832,HighJump
video_validation_0000369,605.8,616.6,0.09752106,HighJump
video_validation_0000369,618.6,634.4,0.00076069456,HighJump
video_validation_0000369,638.1,638.9,0.03320713,HighJump
video_validation_0000369,642.1,643.0,0.008562929,HighJump
video_validation_0000369,645.0,645.6,4.718571e-05,HighJump
video_validation_0000369,646.9,651.4,0.0012351963,HighJump
video_validation_0000369,661.2,692.6,0.07874314,HighJump
video_validation_0000369,703.3,705.0,0.6334095,HighJump
video_validation_0000369,707.3,707.8,0.93112856,HighJump
video_validation_0000369,722.9,730.0,0.0001255126,HighJump
video_validation_0000369,731.1,731.4,4.2395906e-05,HighJump
video_validation_0000369,732.4,733.4,6.580607e-05,HighJump
video_validation_0000369,735.4,750.7,0.061954167,HighJump
video_validation_0000369,752.4,765.8,0.031156342,HighJump
video_validation_0000369,773.0,773.6,0.009664875,HighJump
video_validation_0000369,776.5,777.5,0.06923778,HighJump
video_validation_0000369,815.1,815.9,8.108133e-08,HighJump
video_validation_0000369,820.0,820.1,0.004478905,HighJump
video_validation_0000369,821.1,828.3,0.15808423,HighJump
video_validation_0000369,829.8,833.0,0.002089137,HighJump
video_validation_0000369,834.9,836.5,0.001614715,HighJump
video_validation_0000369,837.9,839.6,0.071325615,HighJump
video_validation_0000369,840.6,842.1,0.02234788,HighJump
video_validation_0000369,842.8,843.1,0.012557456,HighJump
video_validation_0000369,845.0,882.4,0.028746475,HighJump
video_validation_0000369,883.6,885.6,0.0072722235,HighJump
video_validation_0000369,919.3,921.6,0.8969704,HighJump
video_validation_0000369,942.5,942.7,0.46209696,HighJump
video_validation_0000369,956.8,957.5,0.010368484,HighJump
video_validation_0000369,958.8,959.6,0.89946675,HighJump
video_validation_0000369,960.4,962.1,0.8456522,HighJump
video_validation_0000369,977.2,977.3,0.69161385,HighJump
video_validation_0000369,978.0,982.0,0.55815613,HighJump
video_validation_0000369,984.2,986.4,0.5950296,HighJump
video_validation_0000369,1020.5,1020.8,0.94967055,HighJump
video_validation_0000369,1148.5,1149.0,0.0056469617,HighJump
video_validation_0000282,0.0,15.2,0.9533223,GolfSwing
video_validation_0000282,23.9,24.3,0.00011909675,GolfSwing
video_validation_0000282,28.6,35.9,0.93431616,GolfSwing
video_validation_0000318,0.0,0.5,0.00079410983,HammerThrow
video_validation_0000318,2.5,4.3,0.0009566236,HammerThrow
video_validation_0000318,5.1,8.4,0.99933213,HammerThrow
video_validation_0000318,24.7,34.3,0.90729,HammerThrow
video_validation_0000318,39.6,45.6,2.0011028e-05,HammerThrow
video_validation_0000318,47.5,48.2,0.013813952,HammerThrow
video_validation_0000318,49.4,50.6,0.2419027,HammerThrow
video_validation_0000318,51.5,51.8,0.061466355,HammerThrow
video_validation_0000318,58.0,62.7,0.012478994,HammerThrow
video_validation_0000318,63.7,68.7,0.039229352,HammerThrow
video_validation_0000318,71.1,71.1,0.00015920111,HammerThrow
video_validation_0000318,72.1,72.8,0.00011893234,HammerThrow
video_validation_0000318,74.2,75.6,0.00022420265,HammerThrow
video_validation_0000318,77.8,78.3,0.03163632,HammerThrow
video_validation_0000318,85.9,97.1,0.7404817,HammerThrow
video_validation_0000318,102.2,102.8,0.0017435937,HammerThrow
video_validation_0000318,108.7,116.1,0.0001788895,HammerThrow
video_validation_0000318,117.4,123.2,0.005801755,HammerThrow
video_validation_0000318,124.3,126.5,0.0046293237,HammerThrow
video_validation_0000318,129.9,131.5,0.0006102639,HammerThrow
video_validation_0000318,133.4,165.6,0.05599593,HammerThrow
video_validation_0000318,179.3,179.9,1.2693071e-06,HammerThrow
video_validation_0000318,180.9,186.7,1.9874647e-06,HammerThrow
video_validation_0000314,0.0,3.1,0.027030878,HammerThrow
video_validation_0000314,4.1,9.3,0.99353176,HammerThrow
video_validation_0000314,11.3,19.3,0.5822091,HammerThrow
video_validation_0000314,20.1,29.1,0.14199653,HammerThrow
video_validation_0000314,32.2,33.0,0.6307145,HammerThrow
video_validation_0000314,33.7,39.0,0.022488954,HammerThrow
video_validation_0000314,39.9,49.2,0.00070565555,HammerThrow
video_validation_0000314,52.5,56.6,0.0008356297,HammerThrow
video_validation_0000314,57.6,58.7,0.01994977,HammerThrow
video_validation_0000314,60.6,60.8,0.1061658,HammerThrow
video_validation_0000314,65.8,71.9,0.016230272,HammerThrow
video_validation_0000314,74.5,81.5,0.0017074697,HammerThrow
video_validation_0000314,82.9,91.8,0.06633944,HammerThrow
video_validation_0000314,92.5,99.3,0.18573038,HammerThrow
video_validation_0000314,101.8,109.1,0.0004932027,HammerThrow
video_validation_0000314,112.2,119.5,0.010515312,HammerThrow
video_validation_0000314,120.3,128.6,0.85262513,HammerThrow
video_validation_0000314,132.9,148.4,0.5663,HammerThrow
video_validation_0000314,149.8,155.7,0.18023922,HammerThrow
video_validation_0000314,158.7,159.4,0.46424228,HammerThrow
video_validation_0000314,160.3,160.7,4.053976e-05,HammerThrow
video_validation_0000314,161.4,167.4,0.06862559,HammerThrow
video_validation_0000314,171.1,171.6,0.008634757,HammerThrow
video_validation_0000314,176.7,176.9,0.10832297,HammerThrow
video_validation_0000314,178.5,184.4,0.0051943297,HammerThrow
video_validation_0000314,185.2,188.3,8.815433e-05,HammerThrow
video_validation_0000314,191.3,198.9,0.0043154336,HammerThrow
video_validation_0000314,200.3,200.3,0.015724264,HammerThrow
video_validation_0000314,201.3,210.7,0.04432472,HammerThrow
video_validation_0000314,212.1,212.8,0.007977517,HammerThrow
video_validation_0000314,215.1,215.9,3.824607e-05,HammerThrow
video_validation_0000314,216.8,222.1,1.0280206e-05,HammerThrow
video_validation_0000314,223.2,223.8,8.237291e-05,HammerThrow
video_validation_0000314,224.6,227.7,0.0030380024,HammerThrow
video_validation_0000314,228.9,234.4,0.098132424,HammerThrow
video_validation_0000314,236.2,253.3,0.111518525,HammerThrow
video_validation_0000314,255.5,256.0,0.0066057476,HammerThrow
video_validation_0000314,256.9,257.5,0.46794963,HammerThrow
video_validation_0000314,258.3,262.8,4.8850885e-05,HammerThrow
video_validation_0000314,263.7,271.9,0.046925545,HammerThrow
video_validation_0000314,272.7,273.1,0.3509244,HammerThrow
video_validation_0000314,273.8,274.0,0.3499248,HammerThrow
video_validation_0000314,276.0,281.7,0.015650766,HammerThrow
video_validation_0000314,288.0,288.4,0.29479957,HammerThrow
video_validation_0000314,290.7,294.8,0.00083665195,HammerThrow
video_validation_0000314,297.5,301.0,8.0453654e-05,HammerThrow
video_validation_0000314,304.7,312.8,0.0012695345,HammerThrow
video_validation_0000314,316.6,324.5,0.15753314,HammerThrow
video_validation_0000314,328.8,329.6,0.00028388412,HammerThrow
video_validation_0000314,331.7,336.0,9.431337e-05,HammerThrow
video_validation_0000314,339.8,340.0,0.02160147,HammerThrow
video_validation_0000314,340.9,343.1,0.10076297,HammerThrow
video_validation_0000314,346.8,347.6,0.83103627,HammerThrow
video_validation_0000314,348.4,353.0,0.15070568,HammerThrow
video_validation_0000314,354.3,354.8,7.282495e-06,HammerThrow
video_validation_0000314,355.9,360.6,0.022084108,HammerThrow
video_validation_0000314,361.9,362.5,0.09584603,HammerThrow
video_validation_0000314,364.5,366.6,0.0024171737,HammerThrow
video_validation_0000314,368.3,371.5,0.00010086045,HammerThrow
video_validation_0000314,373.3,381.8,0.11604785,HammerThrow
video_validation_0000314,383.3,384.1,0.025384994,HammerThrow
video_validation_0000314,386.4,393.5,4.9932016e-05,HammerThrow
video_validation_0000314,394.6,402.5,0.0305782,HammerThrow
video_validation_0000314,404.2,411.4,0.0009795111,HammerThrow
video_validation_0000314,413.4,415.4,0.044689383,HammerThrow
video_validation_0000314,416.2,419.7,0.12033697,HammerThrow
video_validation_0000314,420.6,427.0,0.025595294,HammerThrow
video_validation_0000314,431.0,431.5,0.012984886,HammerThrow
video_validation_0000314,432.5,436.6,0.029000144,HammerThrow
video_validation_0000314,438.3,438.6,0.00021046196,HammerThrow
video_validation_0000314,440.6,443.2,1.9667443e-05,HammerThrow
video_validation_0000314,446.8,449.3,0.0077286577,HammerThrow
video_validation_0000314,450.1,452.5,0.002083139,HammerThrow
video_validation_0000314,456.2,460.8,2.3296712e-05,HammerThrow
video_validation_0000314,464.9,465.2,0.001123198,HammerThrow
video_validation_0000314,466.3,466.7,0.005962868,HammerThrow
video_validation_0000314,467.4,470.4,8.8259054e-07,HammerThrow
video_validation_0000314,472.4,480.4,0.06779041,HammerThrow
video_validation_0000314,483.1,486.1,2.3890134e-05,HammerThrow
video_validation_0000314,486.8,490.4,0.00016771203,HammerThrow
video_validation_0000314,491.2,499.1,0.10456739,HammerThrow
video_validation_0000314,499.8,500.8,0.04661765,HammerThrow
video_validation_0000314,502.8,505.7,0.0008884189,HammerThrow
video_validation_0000314,507.1,510.5,4.631135e-06,HammerThrow
video_validation_0000314,511.9,519.5,0.1606379,HammerThrow
video_validation_0000314,520.2,520.4,0.0002539792,HammerThrow
video_validation_0000314,522.8,528.8,0.0046271966,HammerThrow
video_validation_0000314,532.4,532.5,0.0050972397,HammerThrow
video_validation_0000314,533.6,537.7,0.012665131,HammerThrow
video_validation_0000314,539.0,539.3,1.6935956e-06,HammerThrow
video_validation_0000314,540.4,540.5,5.333649e-06,HammerThrow
video_validation_0000314,542.7,545.0,1.143932e-06,HammerThrow
video_validation_0000314,546.1,546.9,0.79947567,HammerThrow
video_validation_0000314,549.3,555.6,0.089673124,HammerThrow
video_validation_0000314,558.0,563.6,8.573527e-05,HammerThrow
video_validation_0000314,564.4,564.8,0.011163042,HammerThrow
video_validation_0000314,565.7,565.9,0.00090062676,HammerThrow
video_validation_0000314,567.1,571.2,0.0011323168,HammerThrow
video_validation_0000314,573.1,573.7,0.00198871,HammerThrow
video_validation_0000314,574.9,586.8,0.0010574667,HammerThrow
video_validation_0000314,587.5,591.6,0.0086158775,HammerThrow
video_validation_0000314,593.6,609.3,0.0075473757,HammerThrow
video_validation_0000314,612.0,612.3,0.054614756,HammerThrow
video_validation_0000314,613.2,613.8,0.06831943,HammerThrow
video_validation_0000314,614.6,618.6,0.024608562,HammerThrow
video_validation_0000314,621.5,633.5,0.10499264,HammerThrow
video_validation_0000314,634.4,635.5,0.0021234325,HammerThrow
video_validation_0000314,636.4,638.7,1.7030405e-05,HammerThrow
video_validation_0000314,643.4,644.2,0.03906002,HammerThrow
video_validation_0000314,645.0,648.5,0.6935359,HammerThrow
video_validation_0000314,651.0,651.9,0.00021891686,HammerThrow
video_validation_0000314,655.3,656.8,1.8969964e-06,HammerThrow
video_validation_0000314,662.0,662.7,0.022532174,HammerThrow
video_validation_0000314,663.6,663.6,4.8217004e-07,HammerThrow
video_validation_0000314,664.6,667.1,0.00021722491,HammerThrow
video_validation_0000314,673.6,674.3,7.6251927e-06,HammerThrow
video_validation_0000314,675.4,679.8,0.0016043179,HammerThrow
video_validation_0000314,684.4,689.5,0.43898094,HammerThrow
video_validation_0000314,694.6,697.0,0.002793146,HammerThrow
video_validation_0000314,699.0,699.0,0.00075529027,HammerThrow
video_validation_0000314,705.1,707.0,0.0002573382,HammerThrow
video_validation_0000314,711.0,713.6,0.0015511821,HammerThrow
video_validation_0000314,716.7,716.9,0.013481084,HammerThrow
video_validation_0000314,718.3,721.4,0.0016374548,HammerThrow
video_validation_0000314,727.0,728.7,0.003625764,HammerThrow
video_validation_0000314,729.4,734.0,0.008279837,HammerThrow
video_validation_0000314,735.2,735.3,2.2895183e-05,HammerThrow
video_validation_0000314,739.0,739.1,2.966084e-07,HammerThrow
video_validation_0000314,740.4,740.9,0.0008283436,HammerThrow
video_validation_0000314,755.5,755.7,0.74150115,HammerThrow
video_validation_0000314,757.0,757.9,0.5044611,HammerThrow
video_validation_0000314,760.1,761.8,0.1723465,HammerThrow
video_validation_0000314,762.8,762.8,0.0004683448,HammerThrow
video_validation_0000314,765.7,765.7,0.019605476,HammerThrow
video_validation_0000314,766.6,768.3,0.41280887,HammerThrow
video_validation_0000314,769.1,769.2,0.1585719,HammerThrow
video_validation_0000314,776.4,777.2,1.50729475e-05,HammerThrow
video_validation_0000314,781.0,782.0,0.00017404887,HammerThrow
video_validation_0000314,782.7,782.8,8.927221e-05,HammerThrow
video_validation_0000314,785.8,787.9,2.3128514e-05,HammerThrow
video_validation_0000314,793.2,798.5,0.11733061,HammerThrow
video_validation_0000314,801.4,803.3,0.028718049,HammerThrow
video_validation_0000314,804.1,806.4,0.09163676,HammerThrow
video_validation_0000314,807.1,808.0,0.0005874547,HammerThrow
video_validation_0000314,812.0,812.3,3.3718235e-05,HammerThrow
video_validation_0000314,813.3,813.4,0.008228451,HammerThrow
video_validation_0000314,814.2,818.0,0.09370175,HammerThrow
video_validation_0000314,822.0,823.0,7.4915747e-06,HammerThrow
video_validation_0000314,824.9,829.0,3.5466106e-05,HammerThrow
video_validation_0000314,832.1,837.9,0.028548367,HammerThrow
video_validation_0000314,841.4,842.5,0.80621815,HammerThrow
video_validation_0000314,843.3,849.3,0.09582954,HammerThrow
video_validation_0000314,850.0,858.1,0.9189653,HammerThrow
video_validation_0000314,860.7,862.5,0.00071850076,HammerThrow
video_validation_0000314,863.4,867.7,0.012190541,HammerThrow
video_validation_0000314,873.7,876.1,9.8922255e-06,HammerThrow
video_validation_0000314,879.5,879.9,0.01719917,HammerThrow
video_validation_0000314,882.9,887.5,0.03673623,HammerThrow
video_validation_0000314,890.3,890.4,0.0016717338,HammerThrow
video_validation_0000314,891.5,897.1,0.024377804,HammerThrow
video_validation_0000059,4.9,13.2,0.99999976,Billiards
video_validation_0000059,22.7,31.3,0.99968624,Billiards
video_validation_0000059,37.6,54.4,0.99996936,Billiards
video_validation_0000059,55.9,56.1,0.040443696,Billiards
video_validation_0000059,67.6,71.2,0.8591465,Billiards
video_validation_0000059,77.7,88.4,0.99999964,Billiards
video_validation_0000059,90.9,95.3,0.97625273,Billiards
video_validation_0000059,102.8,106.0,0.99967563,Billiards
video_validation_0000059,110.8,115.9,0.99887973,Billiards
video_validation_0000059,123.1,129.9,0.99864334,Billiards
video_validation_0000059,132.4,137.8,0.9999994,Billiards
video_validation_0000059,144.8,154.1,0.99996245,Billiards
video_validation_0000059,163.4,179.2,0.99999964,Billiards
video_validation_0000059,182.7,195.0,0.9958792,Billiards
video_validation_0000059,204.3,207.4,1.0,Billiards
video_validation_0000059,211.1,219.3,0.99993944,Billiards
video_validation_0000682,0.0,14.4,0.98706347,BaseballPitch
video_validation_0000682,15.6,23.5,0.88491815,BaseballPitch
video_validation_0000682,30.2,32.5,0.014191568,BaseballPitch
video_validation_0000682,33.6,35.1,0.005546307,BaseballPitch
video_validation_0000682,51.7,52.0,0.08751701,BaseballPitch
video_validation_0000682,52.7,53.0,0.23114295,BaseballPitch
video_validation_0000682,55.4,65.9,0.5810239,BaseballPitch
video_validation_0000682,67.2,76.5,0.10511786,BaseballPitch
video_validation_0000682,78.2,96.7,0.8482552,BaseballPitch
video_validation_0000682,142.6,168.0,0.060784917,BaseballPitch
video_validation_0000681,10.6,11.2,0.98397464,BaseballPitch
video_validation_0000681,13.7,15.1,0.9899511,BaseballPitch
video_validation_0000681,23.1,27.1,0.0008146048,BaseballPitch
video_validation_0000681,28.4,52.9,0.99842274,BaseballPitch
video_validation_0000681,54.4,54.5,0.0061770184,BaseballPitch
video_validation_0000681,55.2,55.9,0.0012643234,BaseballPitch
video_validation_0000937,0.5,1.0,0.98651797,TennisSwing
video_validation_0000937,2.8,4.2,0.90553945,TennisSwing
video_validation_0000937,5.5,10.0,0.9757211,TennisSwing
video_validation_0000937,11.3,11.9,1.9468328e-07,TennisSwing
video_validation_0000937,12.8,24.3,0.9999646,TennisSwing
video_validation_0000937,35.4,49.0,0.99996984,TennisSwing
video_validation_0000315,4.7,15.4,0.58626896,HammerThrow
video_validation_0000315,23.7,31.3,0.60538524,HammerThrow
video_validation_0000315,37.6,37.8,0.44732475,HammerThrow
video_validation_0000315,40.5,42.5,0.42808825,HammerThrow
video_validation_0000315,43.7,51.2,0.01047912,HammerThrow
video_validation_0000315,58.8,67.8,0.8399774,HammerThrow
video_validation_0000315,74.5,84.9,0.8673693,HammerThrow
video_validation_0000315,94.3,104.2,0.8976936,HammerThrow
video_validation_0000315,107.6,108.5,0.014400894,HammerThrow
video_validation_0000315,120.4,128.3,0.015464124,HammerThrow
video_validation_0000154,5.1,32.5,0.99999,CleanAndJerk
video_validation_0000688,7.5,7.8,0.019904995,BaseballPitch
video_validation_0000688,11.5,24.0,0.04182739,BaseballPitch
video_validation_0000688,34.3,44.0,0.021983808,BaseballPitch
video_validation_0000688,58.7,58.7,0.9121939,BaseballPitch
video_validation_0000688,62.4,69.2,0.0035691,BaseballPitch
video_validation_0000688,74.7,83.9,0.030491678,BaseballPitch
video_validation_0000688,103.4,132.0,0.8969132,BaseballPitch
video_validation_0000283,0.0,1.7,1.6918545e-06,GolfSwing
video_validation_0000283,2.4,3.0,0.99028695,GolfSwing
video_validation_0000283,3.8,4.8,0.00014744623,GolfSwing
video_validation_0000283,11.9,14.6,0.1272415,GolfSwing
video_validation_0000283,18.3,20.1,0.004838575,GolfSwing
video_validation_0000283,22.7,23.0,3.755091e-09,GolfSwing
video_validation_0000283,24.1,25.1,0.9584851,GolfSwing
video_validation_0000283,31.8,32.1,0.3653176,GolfSwing
video_validation_0000283,34.4,35.3,0.8747826,GolfSwing
video_validation_0000283,37.1,48.5,8.724765e-06,GolfSwing
video_validation_0000283,49.8,57.7,0.17944503,GolfSwing
video_validation_0000283,60.5,61.6,0.8874732,GolfSwing
video_validation_0000366,0.0,13.2,0.5178609,HammerThrow
video_validation_0000366,17.6,18.1,0.035917714,HammerThrow
video_validation_0000366,23.5,23.9,0.012185552,HammerThrow
video_validation_0000366,27.5,27.9,0.0037928508,HammerThrow
video_validation_0000366,31.6,32.0,0.021913357,HammerThrow
video_validation_0000367,0.0,17.2,0.26212642,HammerThrow
video_validation_0000367,18.0,30.2,0.42595533,HammerThrow
video_validation_0000367,43.7,44.3,0.0054570446,HammerThrow
video_validation_0000367,45.2,45.9,0.49629426,HammerThrow
video_validation_0000367,48.8,49.3,0.023104453,HammerThrow
video_validation_0000367,57.9,58.8,0.03899964,HammerThrow
video_validation_0000367,60.4,60.5,0.086536534,HammerThrow
video_validation_0000367,61.4,62.8,0.4818637,HammerThrow
video_validation_0000367,63.5,63.7,0.07132152,HammerThrow
video_validation_0000367,66.0,66.5,0.53728426,HammerThrow
video_validation_0000367,71.6,75.9,0.03427543,HammerThrow
video_validation_0000367,86.0,86.2,1.5109784e-06,HammerThrow
video_validation_0000367,87.1,92.7,7.4588024e-05,HammerThrow
video_validation_0000367,93.8,93.9,1.5897913e-06,HammerThrow
video_validation_0000367,94.9,98.2,0.00025267818,HammerThrow
video_validation_0000367,100.4,103.5,0.00021560263,HammerThrow
video_validation_0000367,105.8,106.2,2.9424137e-07,HammerThrow
video_validation_0000367,107.7,114.8,0.00010776819,HammerThrow
video_validation_0000367,116.9,117.9,5.445393e-06,HammerThrow
video_validation_0000367,118.8,125.9,9.422725e-05,HammerThrow
video_validation_0000367,133.2,134.3,0.036500774,HammerThrow
video_validation_0000289,7.3,9.9,0.8836099,GolfSwing
video_validation_0000289,10.8,12.6,0.74835294,GolfSwing
video_validation_0000289,14.4,26.6,0.3644985,GolfSwing
video_validation_0000289,45.7,57.1,0.8465168,GolfSwing
video_validation_0000289,59.8,67.6,0.7339037,GolfSwing
video_validation_0000289,74.4,100.2,0.40167224,GolfSwing
video_validation_0000289,101.1,101.6,0.09007597,GolfSwing
video_validation_0000289,102.7,103.8,0.37736717,GolfSwing
video_validation_0000289,104.7,124.2,0.27798775,GolfSwing
video_validation_0000943,3.7,21.2,0.09098628,ThrowDiscus
video_validation_0000943,25.2,36.4,0.037380613,ThrowDiscus
video_validation_0000943,37.1,38.4,0.62614,ThrowDiscus
video_validation_0000943,43.8,51.7,0.024028184,ThrowDiscus
video_validation_0000943,63.0,75.3,0.01823459,ThrowDiscus
video_validation_0000943,82.6,82.8,0.0014506527,ThrowDiscus
video_validation_0000943,92.1,92.1,0.00010081894,ThrowDiscus
video_validation_0000943,92.9,93.3,0.0026113442,ThrowDiscus
video_validation_0000943,99.0,101.1,0.0050718593,ThrowDiscus
video_validation_0000943,105.6,105.9,0.5811849,ThrowDiscus
video_validation_0000943,107.4,107.9,0.7715939,ThrowDiscus
video_validation_0000851,6.7,24.2,0.9999695,SoccerPenalty
video_validation_0000363,5.2,10.1,0.17275031,HighJump
video_validation_0000363,24.0,24.1,1.2198807e-05,HighJump
video_validation_0000363,25.1,28.1,0.6259199,HighJump
video_validation_0000363,29.9,33.6,0.23862818,HighJump
video_validation_0000363,47.2,52.0,0.94375664,HighJump
video_validation_0000363,53.4,58.5,0.9817992,HighJump
video_validation_0000363,59.2,62.4,0.7879051,HighJump
video_validation_0000363,65.9,68.6,0.6675259,HighJump
video_validation_0000363,80.6,85.4,0.9017236,HighJump
video_validation_0000363,102.3,106.6,0.94737035,HighJump
video_validation_0000363,113.4,123.8,0.9903167,HighJump
video_validation_0000363,133.2,140.5,0.9251003,HighJump
video_validation_0000363,148.6,153.6,0.96394664,HighJump
video_validation_0000363,156.6,159.4,0.8786863,HighJump
video_validation_0000363,182.2,187.2,0.80972224,HighJump
video_validation_0000363,193.0,195.9,0.44242206,HighJump
video_validation_0000363,202.3,210.5,0.45884526,HighJump
video_validation_0000363,216.4,219.4,0.7798924,HighJump
video_validation_0000363,235.6,241.6,0.9365474,HighJump
video_validation_0000363,253.4,256.7,0.9245699,HighJump
video_validation_0000363,275.0,275.3,2.7395354e-05,HighJump
video_validation_0000363,276.0,280.1,0.48260197,HighJump
video_validation_0000363,282.0,286.2,0.43799615,HighJump
video_validation_0000363,289.9,294.5,0.88804877,HighJump
video_validation_0000363,296.3,300.7,0.77637285,HighJump
video_validation_0000363,301.9,304.6,0.31831527,HighJump
video_validation_0000363,312.0,317.3,0.93909293,HighJump
video_validation_0000363,318.8,322.9,0.44794577,HighJump
video_validation_0000363,324.3,328.7,0.58982897,HighJump
video_validation_0000363,334.2,340.7,0.7227727,HighJump
video_validation_0000363,366.4,372.3,0.43486363,HighJump
video_validation_0000363,374.5,378.2,0.8974777,HighJump
video_validation_0000363,394.2,399.0,0.9075062,HighJump
video_validation_0000363,400.4,409.4,0.7002988,HighJump
video_validation_0000363,426.5,427.2,8.821241e-06,HighJump
video_validation_0000363,428.0,431.2,0.7677959,HighJump
video_validation_0000363,437.9,445.5,0.96157396,HighJump
video_validation_0000363,455.9,461.9,0.7675805,HighJump
video_validation_0000363,463.3,466.8,0.8910539,HighJump
video_validation_0000363,468.0,471.9,0.8962585,HighJump
video_validation_0000363,473.2,474.2,0.0026440672,HighJump
video_validation_0000363,475.1,478.8,0.5834878,HighJump
video_validation_0000363,479.8,489.4,0.8519075,HighJump
video_validation_0000363,492.9,496.9,0.6047384,HighJump
video_validation_0000363,509.7,514.8,0.9813347,HighJump
video_validation_0000363,519.9,522.4,0.33580565,HighJump
video_validation_0000363,524.2,532.6,0.9338281,HighJump
video_validation_0000363,535.5,539.0,0.9383964,HighJump
video_validation_0000363,547.2,551.6,0.97963494,HighJump
video_validation_0000363,552.8,557.3,0.87748045,HighJump
video_validation_0000363,562.5,566.8,0.9172244,HighJump
video_validation_0000363,567.8,568.1,4.078195e-08,HighJump
video_validation_0000363,568.8,574.7,0.23514421,HighJump
video_validation_0000363,575.6,587.1,0.93415666,HighJump
